Provider;John Doe (ECMWF)
CaseStudy;European Rivers
ForecastSystem;EFAS
ForecastType;Bias Correction 2
ModelVariable;Discharge
ScoreType;Brier Score
ScoreLeadTimeUnit;Month
VerificationPeriod;2000/01/01 2010/12/31
!
LocationID;River_names;Station_names;Latitude;Longitude;Score_Value;LeadTime
4;River 827;Station 827;42.7321145054884;3.9880276308395;3.00849361708639;1
4;River 827;Station 827;42.7321145054884;3.9880276308395;2.78456299713443;2
4;River 827;Station 827;42.7321145054884;3.9880276308395;2.5656824649328;3
4;River 827;Station 827;42.7321145054884;3.9880276308395;3.00249742432354;4
4;River 827;Station 827;42.7321145054884;3.9880276308395;2.77449710298215;5
4;River 827;Station 827;42.7321145054884;3.9880276308395;2.93756394572879;6
5;River 828;Station 828;45.7139077200554;3.22838801890612;2.27196098762349;1
5;River 828;Station 828;45.7139077200554;3.22838801890612;2.15468611864712;2
5;River 828;Station 828;45.7139077200554;3.22838801890612;2.3246859049433;3
5;River 828;Station 828;45.7139077200554;3.22838801890612;2.36868253479945;4
5;River 828;Station 828;45.7139077200554;3.22838801890612;2.29014296498578;5
5;River 828;Station 828;45.7139077200554;3.22838801890612;2.57096421322431;6
6;River 829;Station 829;49.3177385395393;2.87526766769588;1.07111185234097;1
6;River 829;Station 829;49.3177385395393;2.87526766769588;1.05364088975582;2
6;River 829;Station 829;49.3177385395393;2.87526766769588;1.16931928479399;3
6;River 829;Station 829;49.3177385395393;2.87526766769588;1.16955061089526;4
6;River 829;Station 829;49.3177385395393;2.87526766769588;1.19763750976938;5
6;River 829;Station 829;49.3177385395393;2.87526766769588;1.1708197594805;6
7;River 830;Station 830;43.753359708935;5.42316758539528;1.33732590217342;1
7;River 830;Station 830;43.753359708935;5.42316758539528;1.17883000645611;2
7;River 830;Station 830;43.753359708935;5.42316758539528;1.285543865525;3
7;River 830;Station 830;43.753359708935;5.42316758539528;1.30063777537654;4
7;River 830;Station 830;43.753359708935;5.42316758539528;1.31170019954019;5
7;River 830;Station 830;43.753359708935;5.42316758539528;1.46090362013381;6
8;River 831;Station 831;41.987975013908;8.34028668235987;6.57933375372798;1
8;River 831;Station 831;41.987975013908;8.34028668235987;7.94291499745697;2
8;River 831;Station 831;41.987975013908;8.34028668235987;7.79213526457495;3
8;River 831;Station 831;41.987975013908;8.34028668235987;8.71420820339855;4
8;River 831;Station 831;41.987975013908;8.34028668235987;8.20734136714104;5
8;River 831;Station 831;41.987975013908;8.34028668235987;8.52199143062946;6
9;River 832;Station 832;40.735110999085;6.65723075857386;2.01814744165519;1
9;River 832;Station 832;40.735110999085;6.65723075857386;1.76598465113022;2
9;River 832;Station 832;40.735110999085;6.65723075857386;1.92816205122342;3
9;River 832;Station 832;40.735110999085;6.65723075857386;2.09089697276852;4
9;River 832;Station 832;40.735110999085;6.65723075857386;1.99562600859365;5
9;River 832;Station 832;40.735110999085;6.65723075857386;2.21394837190555;6
9000963;River 352;Station 352;42.2587069845758;8.00017965491861;6.96601265517902;1
9000963;River 352;Station 352;42.2587069845758;8.00017965491861;7.1756595106313;2
9000963;River 352;Station 352;42.2587069845758;8.00017965491861;6.93895503551276;3
9000963;River 352;Station 352;42.2587069845758;8.00017965491861;7.49307664799983;4
9000963;River 352;Station 352;42.2587069845758;8.00017965491861;6.86078304845334;5
9000963;River 352;Station 352;42.2587069845758;8.00017965491861;6.68873287984354;6
13;River 833;Station 833;42.5174953299575;3.12657704111189;1.1573578858924;1
